#Accession	Name	No_orfs	Coverage	Abundance	Description
COG0152	PurC	1	0.959514	0.000261	Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase
COG0153	GalK	1	0.907692	0.000247	Galactokinase
COG0154	GatA	1	0.987368	0.000269	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases
COG0157	NadC	1	0.982142	0.000267	Nicotinate-nucleotide pyrophosphorylase
COG0159	TrpA	1	0.992452	0.00027	Tryptophan synthase alpha chain
COG0162	TyrS	2	1.965087	0.000536	Tyrosyl-tRNA synthetase
COG0163	UbiX	2	1.968586	0.000536	3-polyprenyl-4-hydroxybenzoate decarboxylase
COG0164	RnhB	1	0.909547	0.000248	Ribonuclease HII
COG0165	ArgH	3	2.825708	0.00077	Argininosuccinate lyase
COG0166	Pgi	1	0.973094	0.000265	Glucose-6-phosphate isomerase
COG0167	PyrD	2	1.980645	0.00054	Dihydroorotate dehydrogenase
COG0168	TrkG	4	2.767535	0.000754	Trk-type K+ transport systems, membrane components
COG0169	AroE	1	0.936395	0.000255	Shikimate 5-dehydrogenase
COG0171	NadE	1	0.996268	0.000271	NAD synthase
COG0172	SerS	1	0.986013	0.000268	Seryl-tRNA synthetase
COG0173	AspS	1	0.996581	0.000271	Aspartyl-tRNA synthetase
COG0174	GlnA	1	0.995485	0.000271	Glutamine synthetase
COG0176	MipB	1	0.953974	0.00026	Transaldolase
COG0177	Nth	2	1.943127	0.00053	Predicted EndoIII-related endonuclease
COG0178	UvrA	2	1.993582	0.000543	Excinuclease ATPase subunit
COG0179	MhpD	1	0.830827	0.000226	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
COG0180	TrpS	1	0.990445	0.00027	Tryptophanyl-tRNA synthetase
COG0181	HemC	1	0.931596	0.000254	Porphobilinogen deaminase
COG0182	COG0182	1	0.968208	0.000264	Predicted translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family
COG0183	PaaJ	3	1.85204	0.000505	Acetyl-CoA acetyltransferase
COG0184	RpsO	1	0.988764	0.000269	Ribosomal protein S15P/S13E
COG0185	RpsS	1	0.956989	0.000261	Ribosomal protein S19
COG0186	RpsQ	1	0.954022	0.00026	Ribosomal protein S17
COG0187	GyrB	4	3.037795	0.000828	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit
COG0188	GyrA	2	1.900497	0.000518	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit
COG0190	FolD	2	1.982332	0.00054	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase
COG0191	Fba	14	13.625874	0.003716	Fructose/tagatose bisphosphate aldolase
COG0192	MetK	2	1.984536	0.000541	S-adenosylmethionine synthetase
COG0193	Pth	1	0.994736	0.000271	Peptidyl-tRNA hydrolase
COG0194	Gmk	2	1.895287	0.000516	Guanylate kinase
COG0195	NusA	1	0.963157	0.000262	Transcription elongation factor
COG0196	RibF	1	0.960526	0.000262	FAD synthase
COG0197	RplP	1	0.99315	0.00027	Ribosomal protein L16/L10E
COG0198	RplX	1	0.990384	0.00027	Ribosomal protein L24
COG0199	RpsN	1	1	0.000272	Ribosomal protein S14
COG0200	RplO	1	0.993421	0.00027	Ribosomal protein L15
COG0201	SecY	1	0.979357	0.000267	Preprotein translocase subunit SecY
COG0202	RpoA	1	0.977917	0.000266	DNA-directed RNA polymerase, alpha subunit/40 kD subunit
COG0203	RplQ	1	0.956896	0.000261	Ribosomal protein L17
COG0204	PlsC	2	1.796078	0.000489	1-acyl-sn-glycerol-3-phosphate acyltransferase
COG0205	PfkA	8	6.374639	0.001738	6-phosphofructokinase
COG0206	FtsZ	1	0.934911	0.000255	Cell division GTPase
COG0207	ThyA	1	0.992537	0.00027	Thymidylate synthase
COG0208	NrdF	1	0.977011	0.000266	Ribonucleotide reductase, beta subunit
COG0209	NrdA	1	0.976958	0.000266	Ribonucleotide reductase, alpha subunit
COG0210	UvrD	3	2.923664	0.000797	Superfamily I DNA and RNA helicases
COG0211	RpmA	1	0.977011	0.000266	Ribosomal protein L27
COG0212	COG0212	1	0.968586	0.000264	5-formyltetrahydrofolate cyclo-ligase
COG0213	DeoA	1	0.997701	0.000272	Thymidine phosphorylase
COG0215	CysS	1	0.995689	0.000271	Cysteinyl-tRNA synthetase
COG0216	PrfA	1	0.98898	0.000269	Protein chain release factor A
COG0218	COG0218	1	0.89	0.000242	Predicted GTPase
COG0219	CspR	1	0.993548	0.000271	Predicted rRNA methylase (SpoU class)
COG0220	COG0220	1	0.947136	0.000258	Predicted S-adenosylmethionine-dependent methyltransferase
COG0222	RplL	1	1	0.000272	Ribosomal protein L7/L12
COG0223	Fmt	2	1.739413	0.000474	Methionyl-tRNA formyltransferase
COG0224	AtpG	1	0.993031	0.00027	F0F1-type ATP synthase, gamma subunit
COG0225	MsrA	1	0.913793	0.000249	Peptide methionine sulfoxide reductase
COG0226	PstS	2	1.962264	0.000535	ABC-type phosphate transport system, periplasmic component
COG0227	RpmB	1	0.740259	0.000201	Ribosomal protein L28
COG0228	RpsP	1	0.908045	0.000247	Ribosomal protein S16
COG0229	COG0229	1	0.964285	0.000263	Conserved domain frequently associated with peptide methionine sulfoxide reductase
COG0231	Efp	1	0.984732	0.000268	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)
COG0232	Dgt	2	1.902912	0.000519	dGTP triphosphohydrolase
COG0233	Frr	1	0.973262	0.000265	Ribosome recycling factor
COG0234	GroS	1	0.989583	0.000269	Co-chaperonin GroES (HSP10)
COG0235	AraD	13	11.762557	0.003208	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases
COG0236	AcpP	4	3.3875	0.000924	Acyl carrier protein
COG0237	CoaE	1	0.945273	0.000257	Dephospho-CoA kinase
COG0238	RpsR	1	0.813333	0.000221	Ribosomal protein S18
COG0240	GpsA	1	1	0.000272	Glycerol-3-phosphate dehydrogenase
COG0241	HisB	1	0.96685	0.000263	Histidinol phosphatase and related phosphatases
COG0242	Def	2	1.761904	0.00048	N-formylmethionyl-tRNA deformylase
COG0243	BisC	2	1.236601	0.000337	Anaerobic dehydrogenases, typically selenocysteine-containing
COG0244	RplJ	1	0.96	0.000261	Ribosomal protein L10
COG0245	IspF	1	0.968553	0.000264	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
COG0246	MtlD	3	2.936575	0.000801	Mannitol-1-phosphate/altronate dehydrogenases
COG0248	GppA	1	0.991869	0.00027	Exopolyphosphatase
COG0249	MutS	1	0.997627	0.000272	Mismatch repair ATPase (MutS family)
COG0250	NusG	1	0.988764	0.000269	Transcription antiterminator
COG0251	TdcF	7	6.638461	0.00181	Putative translation initiation inhibitor, yjgF family
COG0252	AnsB	1	0.937321	0.000255	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D
COG0253	DapF	2	1.959558	0.000534	Diaminopimelate epimerase
COG0254	RpmE	1	0.96	0.000261	Ribosomal protein L31
COG0255	RpmC	1	0.942028	0.000256	Ribosomal protein L29
COG0256	RplR	1	0.992	0.00027	Ribosomal protein L18
COG0258	Exo	2	1.796774	0.00049	5'-3' exonuclease (including N-terminal domain of PolI)
COG0261	RplU	1	1	0.000272	Ribosomal protein L21
COG0262	FolA	2	1.964071	0.000535	Dihydrofolate reductase
COG0263	ProB	1	0.701897	0.000191	Glutamate 5-kinase
COG0264	Tsf	1	0.996621	0.000271	Translation elongation factor Ts
COG0265	DegQ	4	2.968299	0.000809	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain
COG0267	RpmG	1	0.98	0.000267	Ribosomal protein L33
COG0268	RpsT	1	0.988636	0.000269	Ribosomal protein S20
COG0272	Lig	1	0.994002	0.000271	NAD-dependent DNA ligase (contains BRCT domain type II)
COG0274	DeoC	3	2.846491	0.000776	Deoxyribose-phosphate aldolase
COG0275	COG0275	2	1.968152	0.000536	Predicted S-adenosylmethionine-dependent methyltransferase involved in cell envelope biogenesis
COG0277	GlcD	2	1.986928	0.000541	FAD/FMN-containing dehydrogenases
COG0279	GmhA	1	1	0.000272	Phosphoheptose isomerase
COG0280	Pta	3	1.954128	0.000533	Phosphotransacetylase
COG0281	SfcA	3	2.708333	0.000738	Malic enzyme
COG0282	ackA	2	0.848484	0.000231	Acetate kinase
COG0283	Cmk	1	0.977477	0.000266	Cytidylate kinase
COG0284	PyrF	1	0.8625	0.000235	Orotidine-5'-phosphate decarboxylase
COG0285	FolC	2	1.967213	0.000536	Folylpolyglutamate synthase
COG0286	HsdM	2	1.599182	0.000436	Type I restriction-modification system methyltransferase subunit
COG0287	TyrA	1	0.989247	0.000269	Prephenate dehydrogenase
COG0289	DapB	1	0.99624	0.000271	Dihydrodipicolinate reductase
COG0290	InfC	1	0.931818	0.000254	Translation initiation factor 3 (IF-3)
COG0291	RpmI	1	1	0.000272	Ribosomal protein L35
COG0292	RplT	1	1	0.000272	Ribosomal protein L20
COG0294	FolP	1	0.959854	0.000261	Dihydropteroate synthase and related enzymes
COG0295	Cdd	1	0.970149	0.000264	Cytidine deaminase
COG0296	GlgB	2	1.988853	0.000542	1,4-alpha-glucan branching enzyme
COG0297	GlgA	1	0.983572	0.000268	Glycogen synthase
COG0299	PurN	1	0.94	0.000256	Folate-dependent phosphoribosylglycinamide formyltransferase PurN
COG0300	DltE	2	1.769811	0.000482	Short-chain dehydrogenases of various substrate specificities
COG0301	ThiI	1	0.997389	0.000272	Thiamine biosynthesis ATP pyrophosphatase
COG0302	FolE	1	0.948717	0.000258	GTP cyclohydrolase I
COG0303	MoeA	2	1.410891	0.000384	Molybdopterin biosynthesis enzyme
COG0304	FabB	1	0.997572	0.000272	3-oxoacyl-(acyl-carrier-protein) synthase
COG0305	DnaB	1	0.767816	0.000209	Replicative DNA helicase
COG0306	PitA	1	0.98773	0.000269	Phosphate/sulphate permeases
COG0307	RibC	1	0.946078	0.000258	Riboflavin synthase alpha chain
COG0309	HypE	1	0.563421	0.000153	Hydrogenase maturation factor
COG0313	COG0313	1	0.981818	0.000267	Predicted methyltransferases
COG0315	MoaC	1	0.980891	0.000267	Molybdenum cofactor biosynthesis enzyme
COG0317	SpoT	3	1.309557	0.000357	Guanosine polyphosphate pyrophosphohydrolases/synthetases
COG0318	CaiC	3	2.601123	0.000709	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II
COG0319	COG0319	1	0.954248	0.00026	Predicted metal-dependent hydrolase
COG0322	UvrC	1	0.998278	0.000272	Nuclease subunit of the excinuclease complex
COG0323	MutL	2	0.934169	0.000254	DNA mismatch repair enzyme (predicted ATPase)
COG0324	MiaA	1	1	0.000272	tRNA delta(2)-isopentenylpyrophosphate transferase
COG0325	COG0325	1	0.982456	0.000267	Predicted enzyme with a TIM-barrel fold
COG0326	HtpG	1	0.972712	0.000265	Molecular chaperone, HSP90 family
COG0327	COG0327	2	1.839999	0.000501	Uncharacterized conserved protein
COG0328	RnhA	2	1.876623	0.000511	Ribonuclease HI
COG0329	DapA	10	9.397993	0.002563	Dihydrodipicolinate synthase/N-acetylneuraminate lyase
COG0330	HflC	4	3.426116	0.000934	Membrane protease subunits, stomatin/prohibitin homologs
COG0331	FabD	1	1	0.000272	(acyl-carrier-protein) S-malonyltransferase
COG0332	FabH	2	1.777089	0.000484	3-oxoacyl-[acyl-carrier-protein].
COG0333	RpmF	1	0.947368	0.000258	Ribosomal protein L32
COG0334	GdhA	2	1.997566	0.000544	Glutamate dehydrogenase/leucine dehydrogenase
COG0335	RplS	1	0.965217	0.000263	Ribosomal protein L19
COG0336	TrmD	1	0.995833	0.000271	tRNA-(guanine-N1)-methyltransferase
COG0337	AroB	1	0.952777	0.000259	3-dehydroquinate synthetase
COG0338	Dam	2	1.941605	0.000529	Site-specific DNA methylase
COG0340	BirA	1	0.991596	0.00027	Biotin-(acetyl-CoA carboxylase) ligase
COG0343	Tgt	2	0.965053	0.000263	Queuine/archaeosine tRNA-ribosyltransferase
COG0344	COG0344	1	0.99	0.00027	Predicted membrane protein
COG0345	ProC	2	1.984962	0.000541	Pyrroline-5-carboxylate reductase
COG0346	GloA	5	4.905797	0.001338	Lactoylglutathione lyase and related lyases
COG0347	GlnK	1	0.982142	0.000267	Nitrogen regulatory protein PII
COG0348	NapH	1	0.528497	0.000144	Polyferredoxin
COG0350	Ada	1	0.619047	0.000168	Methylated DNA-protein cysteine methyltransferase
COG0351	ThiD	1	0.992395	0.00027	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
COG0352	ThiE	1	0.985781	0.000268	Thiamine monophosphate synthase
COG0353	RecR	1	0.989898	0.00027	Recombinational DNA repair protein (RecF pathway)
COG0355	AtpC	1	1	0.000272	F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)
COG0356	AtpB	1	0.995934	0.000271	F0F1-type ATP synthase, subunit a
COG0357	GidB	1	0.995348	0.000271	Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial cell division
COG0358	DnaG	1	0.996478	0.000271	DNA primase (bacterial type)
COG0359	RplI	1	0.993243	0.00027	Ribosomal protein L9
COG0360	RpsF	1	0.839285	0.000228	Ribosomal protein S6
COG0361	InfA	1	0.933333	0.000254	Translation initiation factor 1 (IF-1)
COG0362	Gnd	2	1.038054	0.000283	6-phosphogluconate dehydrogenase
COG0363	NagB	2	1.978991	0.000539	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase
COG0364	Zwf	1	0.975155	0.000266	Glucose-6-phosphate 1-dehydrogenase
COG0366	AmyA	6	5.281188	0.00144	Glycosidases
COG0367	AsnB	1	1	0.000272	Asparagine synthase (glutamine-hydrolyzing)
COG0368	CobS	1	0.479674	0.00013	Cobalamin-5-phosphate synthase
COG0370	FeoB	4	3.246554	0.000885	Fe2+ transport system protein B
COG0371	GldA	7	5.380555	0.001467	Glycerol dehydrogenase and related enzymes
COG0372	GltA	2	1.925641	0.000525	Citrate synthase
COG0379	NadA	1	0.929012	0.000253	Quinolinate synthase
COG0383	AMS1	2	0.748674	0.000204	Alpha-mannosidase
COG0384	COG0384	2	1.948453	0.000531	Predicted epimerase, PhzC/PhzF homolog
COG0388	COG0388	2	1.941605	0.000529	Predicted amidohydrolase
COG0389	DinP	3	2.971751	0.00081	Nucleotidyltransferase/DNA polymerase involved in DNA repair
COG0392	COG0392	3	1.916149	0.000522	Predicted integral membrane protein
COG0394	Wzb	1	0.978417	0.000266	Protein-tyrosine-phosphatase
COG0395	UgpE	31	30.366548	0.008283	ABC-type sugar transport system, permease component
COG0398	COG0398	1	0.843049	0.000229	Uncharacterized conserved protein
COG0399	WecE	5	4.657754	0.00127	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis
COG0402	SsnA	13	10.729216	0.002926	Cytosine deaminase and related metal-dependent hydrolases
COG0403	GcvP	3	2.911111	0.000794	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain
COG0404	GcvT	2	1.957783	0.000534	Glycine cleavage system T protein (aminomethyltransferase)
COG0406	phoE	5	4.451923	0.001214	Broad specificity phosphatase PhoE and related phosphatases
COG0407	HemE	3	2.482954	0.000677	Uroporphyrinogen-III decarboxylase
COG0410	LivF	7	5.759493	0.001571	ABC-type branched-chain amino acid transport systems, ATPase component
COG0411	LivG	6	5.964	0.001626	ABC-type branched-chain amino acid transport systems, ATPase component
COG0416	PlsX	2	1.215976	0.000331	Fatty acid/phospholipid biosynthesis enzyme
COG0419	SbcC	4	1.994493	0.000544	ATPase involved in DNA repair
COG0420	SbcD	2	1.823076	0.000497	DNA repair exonuclease
COG0423	GRS1	1	0.985663	0.000268	Glycyl-tRNA synthetase (class II)
COG0424	Maf	1	0.958549	0.000261	Nucleotide-binding protein implicated in inhibition of septum formation
COG0425	SirA	2	1.576923	0.00043	Predicted redox protein, regulator of disulfide bond formation
COG0426	FpaA	2	1.98969	0.000542	Uncharacterized flavoproteins
COG0428	COG0428	1	0.93233	0.000254	Predicted divalent heavy-metal cations transporter
COG0432	COG0432	1	0.810218	0.000221	Uncharacterized conserved protein
COG0434	SgcQ	3	2.977186	0.000812	Predicted TIM-barrel enzyme
COG0436	COG0436	4	3.926208	0.00107	Aspartate/tyrosine/aromatic aminotransferase
COG0437	HybA	1	0.73399	0.0002	Fe-S-cluster-containing hydrogenase components 1
COG0438	RfaG	5	4.879265	0.00133	Glycosyltransferase
COG0439	AccC	2	1.481069	0.000404	Biotin carboxylase
COG0440	IlvH	1	0.97546	0.000266	Acetolactate synthase, small (regulatory) subunit
COG0441	ThrS	2	1.20713	0.000329	Threonyl-tRNA synthetase
COG0442	ProS	1	0.978	0.000266	Prolyl-tRNA synthetase
COG0443	DnaK	1	0.993091	0.00027	Molecular chaperone
COG0444	DppD	15	14.971518	0.004083	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
COG0445	GidA	1	0.991948	0.00027	Flavin-dependent tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
COG0446	HcaD	3	2.99759	0.000817	Uncharacterized NAD(FAD)-dependent dehydrogenases
COG0448	GlgC	5	3.778625	0.00103	ADP-glucose pyrophosphorylase
COG0449	GlmS	1	1	0.000272	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains
COG0450	AhpC	3	2.123711	0.000579	Peroxiredoxin
COG0451	WcaG	9	7.299363	0.001991	Nucleoside-diphosphate-sugar epimerases
